,HexSSP-0,HexSSP-1,HexSSP-2,HexSSP-3,HexSSP-4,HexSSP-5,HexSSP-6,HexSSP-7,HexSSP-8,HexSSP-9,HexSSP-10,HexSSP-11,HexSSP-12,HexSSP-13,HexSSP-14,HexSSP-15,HexSSP-16,HexSSP-17,HexSSP-18,HexSSP-19,Discrete_19-0,Discrete_19-1,Discrete_19-2,Discrete_19-3,Discrete_19-4,Discrete_19-5,Discrete_19-6,Discrete_19-7,Discrete_19-8,Discrete_19-9,Discrete_15-0,Discrete_15-1,Discrete_15-2,Discrete_15-3,Discrete_15-4,Discrete_15-5,Discrete_15-6,Discrete_15-7,Discrete_15-8,Discrete_15-9,Discrete_11-0,Discrete_11-1,Discrete_11-2,Discrete_11-3,Discrete_11-4,Discrete_11-5,Discrete_11-6,Discrete_11-7,Discrete_11-8,Discrete_11-9,Discrete_07-0,Discrete_07-1,Discrete_07-2,Discrete_07-3,Discrete_07-4,Discrete_07-5,Discrete_07-6,Discrete_07-7,Discrete_07-8,Discrete_07-9,Discrete_03-0,Discrete_03-1,Discrete_03-2,Discrete_03-3,Discrete_03-4,Discrete_03-5,Discrete_03-6,Discrete_03-7,Discrete_03-8,Discrete_03-9
250,28.0,227.0,32.0,149.0,10.0,119.0,10.0,13.0,85.0,49.0,76.0,311.0,174.0,88.0,210.0,306.0,108.0,137.0,161.0,203.0,74.0,60.0,17.0,14.0,29.0,101.0,111.0,12.0,89.0,17.0,117.0,96.0,44.0,13.0,18.0,22.0,32.0,15.0,41.0,40.0,11.0,13.0,39.0,14.0,14.0,14.0,18.0,17.0,9.0,62.0,50.0,48.0,12.0,13.0,58.0,27.0,9.0,46.0,10.0,10.0,13.0,10.0,17.0,18.0,24.0,14.0,17.0,21.0,52.0,17.0
251,35.0,344.0,36.0,209.0,11.0,75.0,13.0,17.0,64.0,26.0,87.0,205.0,86.0,114.0,91.0,325.0,278.0,123.0,145.0,205.0,40.0,103.0,31.0,12.0,18.0,14.0,79.0,22.0,79.0,27.0,32.0,15.0,92.0,14.0,17.0,14.0,42.0,30.0,61.0,41.0,15.0,17.0,55.0,19.0,11.0,11.0,14.0,12.0,11.0,57.0,14.0,90.0,12.0,15.0,11.0,20.0,12.0,76.0,12.0,11.0,10.0,11.0,10.0,11.0,9.0,13.0,17.0,10.0,12.0,11.0
252,26.0,291.0,34.0,215.0,11.0,73.0,15.0,10.0,217.0,56.0,82.0,175.0,82.0,165.0,275.0,218.0,329.0,118.0,270.0,275.0,89.0,88.0,17.0,16.0,36.0,60.0,106.0,13.0,78.0,25.0,78.0,55.0,34.0,13.0,58.0,17.0,43.0,14.0,16.0,39.0,15.0,43.0,23.0,13.0,19.0,15.0,33.0,15.0,14.0,48.0,11.0,42.0,13.0,15.0,33.0,71.0,12.0,32.0,12.0,9.0,19.0,19.0,10.0,10.0,19.0,11.0,10.0,13.0,10.0,13.0
253,78.0,317.0,25.0,158.0,12.0,65.0,9.0,16.0,101.0,19.0,105.0,175.0,231.0,324.0,54.0,158.0,463.0,113.0,168.0,211.0,24.0,28.0,21.0,15.0,121.0,112.0,55.0,13.0,60.0,43.0,75.0,17.0,94.0,13.0,62.0,20.0,38.0,14.0,13.0,17.0,12.0,14.0,22.0,16.0,15.0,16.0,11.0,52.0,12.0,11.0,13.0,12.0,138.0,11.0,15.0,11.0,11.0,69.0,14.0,13.0,19.0,17.0,11.0,19.0,19.0,9.0,13.0,13.0,32.0,11.0
254,65.0,324.0,26.0,155.0,10.0,85.0,13.0,17.0,135.0,20.0,65.0,284.0,110.0,60.0,108.0,260.0,429.0,213.0,255.0,174.0,19.0,121.0,25.0,12.0,21.0,79.0,119.0,15.0,51.0,16.0,15.0,40.0,103.0,16.0,10.0,14.0,47.0,13.0,12.0,12.0,16.0,79.0,42.0,15.0,12.0,11.0,55.0,45.0,12.0,16.0,34.0,16.0,44.0,13.0,50.0,13.0,11.0,71.0,13.0,10.0,9.0,11.0,14.0,10.0,10.0,12.0,11.0,16.0,16.0,11.0
255,96.0,321.0,26.0,210.0,12.0,101.0,12.0,35.0,85.0,21.0,87.0,251.0,86.0,265.0,44.0,176.0,253.0,117.0,148.0,212.0,114.0,72.0,21.0,13.0,13.0,71.0,16.0,30.0,84.0,19.0,63.0,31.0,96.0,10.0,9.0,13.0,39.0,15.0,17.0,22.0,11.0,18.0,40.0,15.0,20.0,14.0,24.0,19.0,12.0,66.0,12.0,66.0,84.0,15.0,24.0,109.0,10.0,41.0,13.0,16.0,15.0,14.0,14.0,17.0,31.0,14.0,14.0,20.0,12.0,15.0
256,88.0,312.0,21.0,251.0,10.0,116.0,10.0,16.0,86.0,54.0,111.0,287.0,85.0,249.0,80.0,181.0,298.0,141.0,135.0,233.0,120.0,93.0,23.0,53.0,102.0,105.0,83.0,10.0,74.0,33.0,60.0,13.0,116.0,15.0,31.0,16.0,41.0,15.0,13.0,35.0,13.0,50.0,32.0,12.0,15.0,12.0,11.0,18.0,22.0,35.0,10.0,35.0,45.0,17.0,30.0,13.0,11.0,31.0,13.0,14.0,14.0,12.0,10.0,8.0,9.0,14.0,22.0,14.0,27.0,9.0
257,94.0,294.0,51.0,173.0,10.0,91.0,10.0,35.0,79.0,35.0,148.0,201.0,40.0,127.0,60.0,176.0,238.0,159.0,208.0,264.0,114.0,62.0,28.0,30.0,20.0,57.0,12.0,45.0,92.0,18.0,76.0,52.0,86.0,15.0,53.0,11.0,30.0,16.0,15.0,19.0,17.0,14.0,34.0,11.0,15.0,10.0,14.0,12.0,18.0,23.0,17.0,55.0,72.0,14.0,21.0,91.0,18.0,13.0,13.0,9.0,13.0,11.0,11.0,10.0,12.0,11.0,13.0,9.0,8.0,15.0
258,72.0,262.0,20.0,192.0,14.0,84.0,8.0,36.0,73.0,29.0,114.0,219.0,89.0,107.0,61.0,175.0,373.0,122.0,210.0,108.0,59.0,21.0,22.0,9.0,18.0,61.0,86.0,31.0,80.0,26.0,96.0,62.0,117.0,17.0,14.0,17.0,29.0,21.0,12.0,28.0,12.0,45.0,16.0,12.0,12.0,11.0,18.0,11.0,14.0,73.0,26.0,78.0,14.0,11.0,42.0,20.0,10.0,33.0,13.0,12.0,21.0,11.0,14.0,12.0,13.0,8.0,9.0,12.0,11.0,18.0
259,69.0,329.0,28.0,257.0,12.0,87.0,13.0,29.0,105.0,38.0,191.0,389.0,116.0,338.0,47.0,171.0,289.0,244.0,188.0,259.0,105.0,67.0,25.0,26.0,35.0,82.0,105.0,19.0,19.0,23.0,25.0,55.0,40.0,13.0,43.0,16.0,58.0,19.0,17.0,46.0,17.0,19.0,15.0,27.0,12.0,11.0,16.0,14.0,14.0,21.0,39.0,87.0,48.0,14.0,13.0,13.0,13.0,65.0,10.0,21.0,27.0,33.0,11.0,23.0,28.0,10.0,12.0,17.0,12.0,14.0
260,107.0,369.0,20.0,249.0,12.0,80.0,16.0,65.0,105.0,28.0,209.0,323.0,115.0,316.0,42.0,171.0,320.0,288.0,284.0,210.0,94.0,82.0,12.0,17.0,61.0,46.0,98.0,15.0,78.0,17.0,80.0,18.0,12.0,45.0,49.0,20.0,53.0,17.0,17.0,37.0,16.0,42.0,15.0,31.0,21.0,13.0,39.0,35.0,22.0,18.0,64.0,42.0,13.0,13.0,65.0,80.0,12.0,43.0,14.0,10.0,18.0,10.0,14.0,11.0,15.0,13.0,16.0,21.0,19.0,18.0
261,16.0,346.0,34.0,254.0,9.0,138.0,9.0,45.0,99.0,59.0,149.0,187.0,104.0,156.0,30.0,161.0,331.0,490.0,131.0,151.0,124.0,95.0,21.0,19.0,17.0,25.0,93.0,48.0,84.0,17.0,69.0,14.0,78.0,14.0,10.0,24.0,32.0,11.0,15.0,12.0,15.0,29.0,18.0,16.0,13.0,13.0,56.0,22.0,13.0,18.0,32.0,12.0,37.0,13.0,26.0,12.0,19.0,32.0,10.0,10.0,17.0,12.0,9.0,24.0,38.0,22.0,11.0,16.0,28.0,9.0
262,100.0,321.0,36.0,235.0,9.0,131.0,8.0,37.0,142.0,25.0,220.0,181.0,126.0,122.0,48.0,133.0,290.0,332.0,93.0,157.0,12.0,135.0,28.0,33.0,51.0,104.0,40.0,38.0,76.0,32.0,59.0,46.0,46.0,11.0,49.0,26.0,46.0,17.0,16.0,48.0,15.0,53.0,99.0,11.0,13.0,19.0,16.0,37.0,27.0,32.0,12.0,45.0,59.0,11.0,17.0,35.0,11.0,78.0,13.0,11.0,13.0,14.0,13.0,23.0,11.0,17.0,14.0,40.0,12.0,12.0
263,89.0,364.0,31.0,292.0,9.0,88.0,14.0,60.0,80.0,23.0,149.0,209.0,107.0,112.0,55.0,122.0,286.0,136.0,181.0,253.0,126.0,86.0,13.0,14.0,31.0,104.0,153.0,17.0,56.0,20.0,17.0,39.0,60.0,16.0,56.0,22.0,35.0,17.0,13.0,58.0,12.0,16.0,18.0,13.0,15.0,19.0,15.0,15.0,10.0,15.0,18.0,12.0,68.0,14.0,38.0,35.0,11.0,32.0,11.0,14.0,11.0,22.0,16.0,24.0,10.0,11.0,12.0,10.0,10.0,10.0
264,73.0,412.0,21.0,277.0,12.0,106.0,12.0,38.0,119.0,21.0,184.0,198.0,97.0,193.0,35.0,164.0,449.0,207.0,158.0,167.0,75.0,108.0,22.0,10.0,43.0,36.0,80.0,19.0,46.0,23.0,12.0,16.0,54.0,17.0,30.0,21.0,34.0,15.0,15.0,37.0,11.0,12.0,74.0,16.0,10.0,28.0,11.0,39.0,51.0,23.0,18.0,76.0,75.0,11.0,15.0,11.0,10.0,50.0,10.0,13.0,14.0,12.0,22.0,10.0,10.0,23.0,9.0,10.0,9.0,8.0
265,98.0,376.0,32.0,251.0,11.0,119.0,9.0,34.0,94.0,35.0,214.0,223.0,139.0,319.0,62.0,143.0,267.0,70.0,170.0,231.0,137.0,104.0,25.0,25.0,10.0,15.0,11.0,11.0,26.0,32.0,18.0,23.0,62.0,18.0,46.0,20.0,38.0,16.0,13.0,39.0,13.0,53.0,45.0,16.0,13.0,18.0,13.0,51.0,15.0,24.0,13.0,14.0,16.0,12.0,13.0,13.0,14.0,82.0,13.0,12.0,11.0,11.0,11.0,12.0,8.0,10.0,12.0,13.0,14.0,12.0
266,74.0,385.0,42.0,243.0,14.0,120.0,10.0,55.0,103.0,53.0,119.0,241.0,133.0,212.0,43.0,118.0,72.0,82.0,107.0,208.0,79.0,66.0,17.0,75.0,41.0,122.0,123.0,20.0,71.0,25.0,29.0,12.0,79.0,13.0,55.0,20.0,15.0,14.0,14.0,34.0,11.0,11.0,100.0,27.0,15.0,9.0,9.0,18.0,12.0,12.0,16.0,18.0,31.0,17.0,55.0,13.0,20.0,14.0,14.0,12.0,10.0,23.0,13.0,13.0,9.0,12.0,13.0,15.0,11.0,9.0
267,78.0,403.0,36.0,269.0,14.0,118.0,9.0,39.0,95.0,26.0,158.0,177.0,145.0,256.0,34.0,151.0,173.0,64.0,162.0,128.0,83.0,31.0,15.0,10.0,80.0,93.0,65.0,16.0,15.0,17.0,11.0,31.0,53.0,14.0,30.0,28.0,37.0,14.0,21.0,24.0,12.0,13.0,41.0,15.0,20.0,13.0,31.0,15.0,14.0,13.0,19.0,70.0,85.0,20.0,25.0,134.0,10.0,15.0,10.0,13.0,12.0,15.0,14.0,22.0,21.0,20.0,12.0,10.0,10.0,25.0
268,69.0,382.0,108.0,140.0,12.0,146.0,23.0,47.0,81.0,17.0,192.0,500.0,268.0,131.0,22.0,150.0,307.0,71.0,137.0,222.0,97.0,68.0,22.0,16.0,36.0,32.0,11.0,31.0,82.0,34.0,118.0,46.0,66.0,13.0,42.0,19.0,48.0,19.0,15.0,17.0,23.0,14.0,20.0,16.0,21.0,14.0,13.0,57.0,11.0,56.0,11.0,36.0,110.0,13.0,37.0,11.0,16.0,23.0,10.0,10.0,11.0,11.0,17.0,17.0,12.0,15.0,14.0,15.0,12.0,14.0
269,88.0,351.0,86.0,285.0,11.0,94.0,22.0,61.0,89.0,19.0,197.0,333.0,172.0,369.0,70.0,139.0,130.0,60.0,207.0,176.0,118.0,26.0,29.0,13.0,19.0,107.0,54.0,21.0,79.0,47.0,72.0,20.0,105.0,14.0,81.0,10.0,40.0,15.0,15.0,19.0,14.0,40.0,93.0,23.0,16.0,32.0,17.0,16.0,13.0,33.0,40.0,14.0,49.0,14.0,52.0,34.0,19.0,65.0,10.0,11.0,13.0,20.0,13.0,14.0,12.0,11.0,10.0,13.0,13.0,9.0
270,92.0,428.0,94.0,257.0,13.0,151.0,27.0,41.0,119.0,49.0,131.0,209.0,129.0,114.0,35.0,146.0,165.0,60.0,80.0,283.0,94.0,120.0,20.0,15.0,16.0,82.0,41.0,20.0,73.0,26.0,75.0,16.0,92.0,19.0,37.0,16.0,31.0,20.0,14.0,20.0,16.0,15.0,99.0,14.0,14.0,14.0,16.0,18.0,28.0,14.0,119.0,13.0,18.0,13.0,134.0,76.0,10.0,69.0,10.0,14.0,11.0,13.0,8.0,12.0,12.0,10.0,15.0,8.0,10.0,9.0
271,56.0,477.0,66.0,220.0,31.0,115.0,26.0,79.0,91.0,20.0,203.0,278.0,169.0,221.0,23.0,141.0,120.0,80.0,248.0,353.0,88.0,70.0,13.0,15.0,46.0,61.0,24.0,28.0,79.0,30.0,48.0,30.0,60.0,17.0,24.0,20.0,36.0,13.0,14.0,39.0,17.0,17.0,118.0,17.0,14.0,12.0,47.0,53.0,11.0,49.0,17.0,43.0,44.0,13.0,35.0,38.0,15.0,45.0,13.0,11.0,14.0,9.0,18.0,12.0,13.0,20.0,28.0,9.0,9.0,10.0
272,37.0,443.0,76.0,253.0,34.0,76.0,33.0,48.0,89.0,19.0,195.0,203.0,171.0,205.0,33.0,102.0,222.0,71.0,189.0,217.0,84.0,37.0,27.0,17.0,56.0,32.0,85.0,15.0,31.0,20.0,78.0,80.0,49.0,17.0,16.0,18.0,45.0,17.0,17.0,32.0,14.0,18.0,18.0,11.0,15.0,14.0,58.0,102.0,11.0,13.0,40.0,105.0,13.0,13.0,43.0,64.0,10.0,13.0,13.0,11.0,10.0,11.0,14.0,14.0,13.0,23.0,12.0,19.0,12.0,10.0
273,83.0,415.0,91.0,211.0,33.0,78.0,21.0,102.0,88.0,23.0,245.0,226.0,167.0,105.0,31.0,104.0,222.0,57.0,159.0,423.0,111.0,55.0,23.0,18.0,15.0,46.0,135.0,18.0,28.0,38.0,118.0,24.0,59.0,22.0,37.0,14.0,39.0,15.0,19.0,41.0,18.0,15.0,20.0,13.0,11.0,21.0,56.0,45.0,11.0,39.0,153.0,73.0,83.0,14.0,14.0,66.0,11.0,30.0,11.0,15.0,16.0,13.0,11.0,9.0,18.0,22.0,11.0,19.0,13.0,36.0
274,65.0,500.0,102.0,342.0,49.0,171.0,42.0,37.0,113.0,24.0,244.0,426.0,113.0,153.0,51.0,128.0,312.0,116.0,169.0,326.0,48.0,82.0,22.0,11.0,55.0,103.0,89.0,20.0,32.0,30.0,10.0,46.0,100.0,18.0,37.0,21.0,37.0,11.0,15.0,19.0,13.0,58.0,13.0,17.0,18.0,12.0,56.0,33.0,13.0,79.0,17.0,10.0,129.0,12.0,32.0,11.0,16.0,67.0,12.0,11.0,13.0,14.0,11.0,12.0,15.0,11.0,17.0,11.0,10.0,13.0
275,118.0,442.0,72.0,269.0,65.0,144.0,35.0,44.0,93.0,60.0,173.0,172.0,185.0,168.0,29.0,130.0,174.0,65.0,158.0,307.0,151.0,129.0,19.0,11.0,34.0,157.0,13.0,31.0,51.0,36.0,49.0,16.0,78.0,19.0,60.0,25.0,16.0,17.0,11.0,18.0,14.0,48.0,34.0,15.0,17.0,20.0,49.0,54.0,13.0,15.0,11.0,11.0,19.0,11.0,29.0,34.0,9.0,32.0,12.0,14.0,10.0,8.0,18.0,22.0,35.0,18.0,10.0,13.0,15.0,14.0
276,89.0,500.0,81.0,388.0,41.0,73.0,28.0,67.0,92.0,21.0,108.0,184.0,180.0,367.0,43.0,146.0,88.0,52.0,163.0,359.0,208.0,28.0,22.0,16.0,104.0,30.0,126.0,21.0,37.0,18.0,115.0,14.0,65.0,15.0,32.0,27.0,33.0,14.0,16.0,44.0,22.0,15.0,17.0,11.0,12.0,23.0,55.0,33.0,12.0,13.0,14.0,15.0,61.0,11.0,36.0,27.0,17.0,10.0,10.0,15.0,11.0,10.0,12.0,13.0,15.0,18.0,12.0,32.0,28.0,16.0
277,132.0,500.0,121.0,321.0,24.0,96.0,36.0,87.0,124.0,18.0,187.0,180.0,145.0,235.0,66.0,143.0,224.0,61.0,108.0,444.0,83.0,115.0,20.0,17.0,27.0,103.0,94.0,14.0,98.0,22.0,54.0,18.0,79.0,15.0,15.0,20.0,14.0,25.0,13.0,20.0,18.0,25.0,48.0,14.0,24.0,10.0,18.0,9.0,11.0,35.0,14.0,44.0,37.0,12.0,29.0,85.0,14.0,12.0,14.0,12.0,17.0,10.0,11.0,11.0,17.0,12.0,17.0,12.0,13.0,10.0
278,80.0,462.0,182.0,324.0,31.0,92.0,39.0,56.0,87.0,20.0,210.0,245.0,207.0,143.0,74.0,189.0,183.0,109.0,173.0,482.0,117.0,118.0,16.0,21.0,33.0,116.0,104.0,22.0,42.0,15.0,52.0,91.0,83.0,13.0,27.0,13.0,46.0,13.0,17.0,26.0,24.0,11.0,21.0,12.0,22.0,10.0,21.0,10.0,10.0,10.0,63.0,63.0,18.0,12.0,24.0,38.0,19.0,29.0,11.0,14.0,9.0,14.0,15.0,24.0,13.0,10.0,11.0,12.0,42.0,11.0
279,35.0,485.0,181.0,387.0,49.0,97.0,36.0,88.0,248.0,22.0,265.0,360.0,201.0,288.0,32.0,188.0,226.0,59.0,179.0,289.0,31.0,14.0,16.0,14.0,18.0,95.0,39.0,22.0,51.0,24.0,98.0,38.0,133.0,15.0,21.0,21.0,32.0,14.0,19.0,39.0,34.0,11.0,30.0,16.0,16.0,15.0,43.0,17.0,11.0,17.0,10.0,90.0,113.0,13.0,18.0,69.0,13.0,94.0,11.0,9.0,54.0,14.0,17.0,10.0,15.0,11.0,11.0,12.0,10.0,16.0
280,70.0,489.0,175.0,254.0,48.0,83.0,31.0,69.0,123.0,19.0,195.0,292.0,229.0,440.0,23.0,209.0,132.0,55.0,169.0,191.0,77.0,124.0,24.0,18.0,27.0,73.0,15.0,15.0,83.0,19.0,70.0,12.0,31.0,19.0,10.0,18.0,38.0,13.0,13.0,17.0,35.0,12.0,118.0,16.0,15.0,14.0,18.0,14.0,11.0,52.0,55.0,10.0,40.0,15.0,15.0,15.0,12.0,74.0,12.0,12.0,12.0,16.0,11.0,11.0,13.0,12.0,28.0,21.0,14.0,8.0
281,56.0,500.0,221.0,374.0,42.0,93.0,48.0,103.0,191.0,18.0,178.0,226.0,175.0,253.0,45.0,197.0,267.0,115.0,175.0,304.0,94.0,126.0,21.0,12.0,77.0,101.0,88.0,17.0,87.0,37.0,98.0,88.0,103.0,22.0,12.0,16.0,19.0,14.0,18.0,27.0,15.0,14.0,70.0,12.0,11.0,16.0,17.0,15.0,18.0,60.0,12.0,100.0,36.0,12.0,14.0,36.0,17.0,12.0,8.0,12.0,10.0,26.0,14.0,13.0,16.0,14.0,9.0,12.0,14.0,13.0
282,72.0,500.0,218.0,500.0,37.0,150.0,34.0,146.0,135.0,60.0,187.0,157.0,330.0,197.0,24.0,262.0,171.0,95.0,99.0,500.0,116.0,170.0,29.0,23.0,35.0,100.0,73.0,17.0,22.0,42.0,13.0,62.0,32.0,13.0,48.0,14.0,11.0,13.0,17.0,13.0,104.0,32.0,15.0,35.0,14.0,22.0,37.0,45.0,22.0,41.0,132.0,39.0,10.0,10.0,10.0,44.0,15.0,85.0,10.0,14.0,16.0,11.0,11.0,10.0,28.0,18.0,10.0,10.0,24.0,14.0
283,120.0,500.0,139.0,391.0,59.0,195.0,37.0,129.0,103.0,54.0,182.0,217.0,178.0,146.0,17.0,294.0,134.0,55.0,195.0,152.0,78.0,103.0,28.0,10.0,49.0,68.0,38.0,32.0,56.0,27.0,51.0,69.0,81.0,11.0,51.0,15.0,35.0,15.0,10.0,11.0,28.0,47.0,29.0,14.0,15.0,11.0,19.0,20.0,11.0,15.0,10.0,11.0,99.0,10.0,63.0,17.0,15.0,16.0,13.0,9.0,16.0,14.0,13.0,13.0,18.0,10.0,10.0,16.0,14.0,14.0
284,202.0,500.0,296.0,292.0,32.0,87.0,37.0,79.0,94.0,62.0,199.0,168.0,204.0,321.0,36.0,343.0,160.0,58.0,149.0,255.0,90.0,71.0,31.0,27.0,22.0,92.0,141.0,21.0,86.0,32.0,48.0,21.0,33.0,16.0,48.0,17.0,31.0,15.0,13.0,50.0,20.0,11.0,38.0,12.0,14.0,12.0,11.0,47.0,19.0,18.0,12.0,11.0,43.0,12.0,18.0,39.0,11.0,53.0,10.0,17.0,17.0,18.0,9.0,10.0,17.0,14.0,24.0,15.0,10.0,12.0
285,170.0,500.0,116.0,306.0,72.0,229.0,38.0,139.0,215.0,25.0,96.0,194.0,249.0,239.0,28.0,203.0,82.0,144.0,167.0,275.0,15.0,48.0,15.0,13.0,32.0,94.0,14.0,15.0,51.0,16.0,52.0,22.0,58.0,13.0,52.0,14.0,16.0,24.0,15.0,16.0,15.0,13.0,19.0,12.0,15.0,9.0,59.0,42.0,10.0,12.0,62.0,96.0,15.0,14.0,19.0,40.0,11.0,9.0,11.0,10.0,14.0,12.0,11.0,18.0,11.0,19.0,13.0,11.0,14.0,11.0
286,96.0,500.0,190.0,459.0,62.0,349.0,37.0,78.0,81.0,29.0,198.0,260.0,248.0,241.0,29.0,231.0,226.0,149.0,160.0,265.0,163.0,30.0,21.0,21.0,24.0,77.0,86.0,20.0,97.0,15.0,74.0,103.0,82.0,15.0,54.0,17.0,20.0,14.0,19.0,32.0,14.0,36.0,35.0,14.0,12.0,14.0,19.0,36.0,11.0,35.0,51.0,14.0,14.0,25.0,15.0,11.0,13.0,13.0,15.0,11.0,11.0,26.0,15.0,25.0,30.0,14.0,15.0,19.0,18.0,13.0
287,124.0,500.0,199.0,225.0,61.0,202.0,45.0,145.0,103.0,22.0,219.0,221.0,176.0,164.0,42.0,308.0,167.0,144.0,209.0,407.0,36.0,24.0,23.0,12.0,107.0,103.0,13.0,35.0,71.0,51.0,66.0,89.0,55.0,15.0,50.0,17.0,39.0,18.0,13.0,35.0,14.0,26.0,25.0,12.0,12.0,13.0,50.0,17.0,24.0,55.0,13.0,89.0,44.0,18.0,11.0,34.0,10.0,28.0,13.0,10.0,20.0,14.0,11.0,9.0,14.0,10.0,11.0,11.0,12.0,11.0
288,82.0,500.0,137.0,197.0,64.0,453.0,46.0,167.0,118.0,17.0,207.0,223.0,190.0,150.0,59.0,366.0,237.0,271.0,153.0,196.0,135.0,34.0,17.0,16.0,53.0,14.0,12.0,14.0,51.0,28.0,73.0,96.0,66.0,10.0,56.0,17.0,18.0,14.0,15.0,27.0,12.0,11.0,20.0,14.0,19.0,12.0,14.0,12.0,13.0,49.0,32.0,36.0,11.0,12.0,38.0,13.0,14.0,19.0,15.0,14.0,24.0,10.0,14.0,11.0,13.0,13.0,10.0,12.0,13.0,10.0
289,33.0,500.0,153.0,221.0,64.0,181.0,32.0,124.0,66.0,46.0,249.0,387.0,112.0,157.0,52.0,188.0,219.0,221.0,70.0,313.0,75.0,88.0,14.0,12.0,126.0,108.0,67.0,35.0,82.0,17.0,76.0,87.0,50.0,18.0,14.0,15.0,43.0,17.0,13.0,30.0,13.0,15.0,58.0,67.0,14.0,10.0,42.0,62.0,12.0,47.0,42.0,28.0,66.0,12.0,38.0,25.0,10.0,13.0,12.0,12.0,12.0,11.0,10.0,14.0,26.0,10.0,12.0,9.0,15.0,13.0
290,118.0,500.0,238.0,126.0,44.0,283.0,44.0,65.0,169.0,51.0,393.0,209.0,135.0,181.0,37.0,332.0,155.0,153.0,173.0,312.0,153.0,55.0,24.0,51.0,16.0,51.0,14.0,13.0,71.0,17.0,69.0,19.0,29.0,27.0,44.0,21.0,21.0,11.0,13.0,42.0,11.0,23.0,13.0,30.0,14.0,18.0,13.0,41.0,13.0,15.0,10.0,30.0,69.0,12.0,40.0,19.0,9.0,64.0,11.0,11.0,24.0,34.0,9.0,17.0,10.0,10.0,15.0,14.0,17.0,12.0
291,93.0,456.0,107.0,118.0,71.0,139.0,53.0,173.0,113.0,62.0,238.0,200.0,191.0,386.0,37.0,154.0,276.0,384.0,141.0,361.0,27.0,19.0,16.0,12.0,15.0,55.0,88.0,16.0,96.0,38.0,49.0,19.0,65.0,16.0,45.0,17.0,86.0,13.0,10.0,37.0,17.0,14.0,101.0,16.0,14.0,13.0,12.0,12.0,9.0,11.0,81.0,33.0,41.0,12.0,14.0,14.0,12.0,83.0,10.0,11.0,12.0,9.0,11.0,12.0,16.0,11.0,16.0,11.0,10.0,10.0
292,101.0,441.0,206.0,118.0,35.0,190.0,32.0,143.0,83.0,25.0,353.0,221.0,144.0,206.0,25.0,117.0,227.0,500.0,146.0,251.0,176.0,87.0,33.0,10.0,14.0,29.0,14.0,21.0,94.0,17.0,64.0,68.0,50.0,20.0,41.0,23.0,39.0,22.0,17.0,36.0,16.0,9.0,27.0,36.0,13.0,16.0,44.0,52.0,11.0,53.0,62.0,76.0,46.0,18.0,29.0,17.0,15.0,30.0,10.0,14.0,8.0,20.0,13.0,23.0,18.0,8.0,12.0,16.0,12.0,10.0
293,167.0,476.0,253.0,153.0,41.0,128.0,34.0,213.0,143.0,77.0,500.0,236.0,273.0,153.0,27.0,167.0,125.0,264.0,93.0,261.0,79.0,15.0,22.0,38.0,59.0,102.0,14.0,32.0,21.0,18.0,105.0,64.0,61.0,16.0,29.0,16.0,40.0,13.0,17.0,32.0,14.0,20.0,39.0,13.0,18.0,20.0,41.0,116.0,9.0,16.0,104.0,69.0,42.0,18.0,15.0,12.0,17.0,87.0,15.0,9.0,15.0,10.0,9.0,14.0,15.0,10.0,9.0,10.0,10.0,11.0
294,114.0,500.0,145.0,196.0,52.0,108.0,38.0,115.0,105.0,85.0,332.0,500.0,268.0,147.0,34.0,278.0,229.0,163.0,175.0,350.0,121.0,100.0,26.0,19.0,15.0,50.0,139.0,61.0,53.0,29.0,15.0,96.0,85.0,18.0,21.0,22.0,37.0,13.0,21.0,39.0,19.0,16.0,91.0,15.0,15.0,25.0,9.0,50.0,11.0,58.0,70.0,75.0,16.0,10.0,15.0,38.0,13.0,41.0,15.0,9.0,32.0,17.0,24.0,10.0,10.0,17.0,20.0,13.0,38.0,17.0
295,96.0,500.0,181.0,126.0,84.0,124.0,139.0,143.0,106.0,62.0,299.0,239.0,198.0,160.0,17.0,91.0,164.0,141.0,171.0,254.0,122.0,41.0,20.0,25.0,52.0,110.0,86.0,39.0,80.0,18.0,39.0,90.0,16.0,15.0,12.0,16.0,16.0,18.0,12.0,16.0,17.0,39.0,35.0,15.0,15.0,20.0,20.0,26.0,11.0,42.0,28.0,13.0,11.0,12.0,71.0,11.0,10.0,12.0,10.0,13.0,16.0,9.0,14.0,19.0,18.0,13.0,16.0,29.0,11.0,14.0
296,97.0,500.0,167.0,160.0,63.0,159.0,36.0,62.0,113.0,23.0,259.0,491.0,151.0,168.0,33.0,165.0,274.0,240.0,188.0,115.0,47.0,67.0,22.0,24.0,12.0,117.0,70.0,44.0,71.0,23.0,58.0,27.0,57.0,12.0,51.0,21.0,42.0,19.0,16.0,14.0,12.0,14.0,86.0,12.0,23.0,14.0,15.0,18.0,11.0,81.0,79.0,17.0,29.0,12.0,17.0,46.0,17.0,9.0,11.0,10.0,13.0,10.0,15.0,18.0,21.0,11.0,9.0,12.0,12.0,11.0
